,landmark,bbl,yearbuilt,yearalter1,yearalter2,histdist,xcoord,ycoord,FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
36,,3009500024,1931.0,0.0,0.0,,990356.0,185798.0,2018,13K282      ,K282,P.S. 282 Park Slope,331300010282,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08,SE",07/01/1962 12:00:00 AM,Open,K282,180 6 AVENUE,NY,990357.0,185799.0,306,39,13100,3009500024,BK37,Park Slope-Gowanus                                                         ,Rashan Hoke,PRINCIPAL,718-622-1626,718-622-3471,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,,,,,"180 6 AVENUE
BROOKLYN, NY 11217
(40.676649, -73.977983)"
37,,3045950215,1976.0,0.0,0.0,,1004210.0,180879.0,2018,17K398      ,K398,P.S. 398 Walter Weaver,331700010398,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1977 12:00:00 AM,Open,K398,60 EAST  94 STREET,NY,1004231.0,180975.0,317,41,88200,3045950215,BK96,Rugby-Remsen Village                                                       ,Tammy Katan Brown,PRINCIPAL,718-774-4466,718-467-4018,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,,,,,"60 EAST 94 STREET
BROOKLYN, NY 11212
(40.663388, -73.927979)"
38,,3045950215,1976.0,0.0,0.0,,1004210.0,180879.0,2018,17K770      ,K770,P.S. 770 New American Academy,331700010770,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/2010 12:00:00 AM,Open,K398,60 EAST  94 STREET,NY,1004231.0,180975.0,317,41,88200,3045950215,BK96,Rugby-Remsen Village                                                       ,Jessica Saratovsky,PRINCIPAL,718-221-5837,718-221-5947,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,,,,,"60 EAST 94 STREET
BROOKLYN, NY 11212
(40.663388, -73.927979)"
39,,2030370079,1992.0,0.0,0.0,,1013316.0,250174.0,2018,10X023      ,X023,P.S. 023 The New Children's School,321000010023,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1991 12:00:00 AM,Open,X023,2151 WASHINGTON AVENUE,NY,1013311.0,250173.0,206,15,39500,2030370079,BX01,Claremont-Bathgate                                                         ,SHIRLEY TORRES,PRINCIPAL,718-584-3992,718-584-7252,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,,,,,"2151 WASHINGTON AVENUE
BRONX, NY 10457
(40.853294, -73.894951)"
40,,4045380001,1951.0,0.0,0.0,,1037140.0,227902.0,2018,25Q193      ,Q193,P.S. 193 Alfred J. Kennedy,342500010193,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1953 12:00:00 AM,Open,Q193,152-20 11 AVENUE,NY,1037141.0,227901.0,407,19,98700,4045380001,QN49,Whitestone                                                                 ,Diane Tratner,PRINCIPAL,718-767-8810,718-746-7617,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 3- Queens North,,,,,"152-20 11 AVENUE
QUEENS, NY 11357
(40.792053, -73.808987)"
41,,3042780001,1964.0,0.0,0.0,,1019053.0,183407.0,2018,19K218      ,K218,J.H.S. 218 James P. Sinnott,331900010218,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1964 12:00:00 AM,Open,K218,370 FOUNTAIN AVENUE,NY,1019054.0,183408.0,305,42,111800,3042780001,BK82,East New York                                                              ,Lisa ann Hermann,I.A. PRINCIPAL,718-647-9050,718-827-5839,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"370 FOUNTAIN AVENUE
BROOKLYN, NY 11208
(40.67002, -73.874537)"
42,,3042780001,1964.0,0.0,0.0,,1019053.0,183407.0,2018,19K683      ,K683,"The School for Classics: An Academy of Thinkers, W",331900011683,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2009 12:00:00 AM,Open,K218,370 FOUNTAIN AVENUE,NY,1019054.0,183408.0,305,42,111800,3042780001,BK82,East New York                                                              ,DEBORAH AFANADOR SOUKAR,PRINCIPAL,718-277-1069,718-277-1873,19,HS07,,,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,,HS07,H.S. Network 07 Superintendent Office,"CONYERS, DONALD","370 FOUNTAIN AVENUE
BROOKLYN, NY 11208
(40.67002, -73.874537)"
43,,3042780001,1964.0,0.0,0.0,,1019053.0,183407.0,2018,84K386      ,K386,Invictus Preparatory Charter School,331900860997,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","06,07,08",07/01/2011 12:00:00 AM,Open,K218,370 FOUNTAIN AVENUE,NY,1019054.0,183408.0,305,42,111800,3042780001,BK82,East New York                                                              ,Camille Bell,PRINCIPAL,718-235-1682,718-235-1685,19,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"370 FOUNTAIN AVENUE
BROOKLYN, NY 11208
(40.67002, -73.874537)"
44,,3031530011,1970.0,2006.0,0.0,,1003007.0,194752.0,2018,32K145      ,K145,P.S. 145 Andrew Jackson,333200010145,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1905 12:00:00 AM,Open,K145,100 NOLL STREET,NY,1002997.0,194716.0,304,34,42500,3031530011,BK78,Bushwick South                                                             ,Linda Malloy,PRINCIPAL,718-821-4823,718-417-3453,32,K832,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 2- Brooklyn North,,,,,"100 NOLL STREET
BROOKLYN, NY 11206
(40.701107, -73.932388)"
45,,2033290124,1926.0,1999.0,2002.0,,1017969.0,261861.0,2018,10X308      ,X308,Bronx Dance Academy School,321000010308,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",06/30/2003 12:00:00 AM,Open,X852,3617 BAINBRIDGE AVENUE,NY,1017970.0,261887.0,207,11,43100,2033290124,BX43,Norwood                                                                    ,SANDRA SANCHEZ,PRINCIPAL,718-515-0410,718-515-0345,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,,,,,"3617 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.885428, -73.878051)"
46,,4088550020,1916.0,0.0,0.0,,1023066.0,192236.0,2018,27Q097      ,Q097,P.S. 097 Forest Park,342700010097,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1916 12:00:00 AM,Open,Q097,85-52 85 STREET,NY,1023064.0,192235.0,409,32,1200,4088550020,QN53,Woodhaven                                                                  ,Marilyn Custodio,PRINCIPAL,718-849-4870,718-849-5356,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"BARTON, MARY",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,,,,,"85-52 85 STREET
QUEENS, NY 11421
(40.694232, -73.860031)"
47,,4071170421,1963.0,0.0,0.0,,1045889.0,207494.0,2018,26Q026      ,Q026,P.S. 026 Rufus King,342600010026,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1949 12:00:00 AM,Open,Q026,195-02 69 AVENUE,NY,1045882.0,207476.0,408,23,134700,4071170421,QN41,Fresh Meadows-Utopia                                                       ,Andrew Pecorella,PRINCIPAL,718-464-4505,718-464-4644,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 4- Queens North,,,,,"195-02 69 AVENUE
QUEENS, NY 11365
(40.735935, -73.777607)"
48,INDIVIDUAL LANDMARK,2022740023,1897.0,1993.0,0.0,,1008091.0,235627.0,2018,07X277      ,X277,P.S. 277,320700010277,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1999 12:00:00 AM,Open,X027,519 ST ANNS AVENUE,NY,1008091.0,235627.0,201,8,4300,2022740023,BX39,Mott Haven-Port Morris                                                     ,NATASHA BRACEY-FERGUSON,I.A. PRINCIPAL,718-292-3594,718-292-3630,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, ELISA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 6- Bronx,,,,,"519 ST ANNS AVENUE
BRONX, NY 10455
(40.813385, -73.913872)"
49,,4021430001,1950.0,0.0,0.0,,1025091.0,207569.0,2018,28Q220      ,Q220,P.S. 220 Edward Mandel,342800010220,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1956 12:00:00 AM,Open,Q220,62-10 108 STREET,NY,1025093.0,207570.0,406,29,74500,4021430001,QN17,Forest Hills                                                               ,Josette Pizarro,PRINCIPAL,718-592-3030,718-271-7642,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,,"62-10 108 STREET
QUEENS, NY 11375
(40.736314, -73.852621)"
50,,3017490001,1959.0,0.0,0.0,,999975.0,193442.0,2018,14K059      ,K059,P.S. 059 William Floyd,331400010059,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1956 12:00:00 AM,Open,K059,211 THROOP AVENUE,NY,999978.0,193443.0,303,36,28502,3017490001,BK35,Stuyvesant Heights                                                         ,Cherry ann Joseph Hislop,I.A. PRINCIPAL,718-443-3600,718-574-6634,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,,,,,"211 THROOP AVENUE
BROOKLYN, NY 11206
(40.697619, -73.943279)"
51,,3017490001,1959.0,0.0,0.0,,999975.0,193442.0,2018,84K125      ,K125,Success Academy Charter School - Bed-Stuy 2,331400861022,Charter,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06,07,08",07/01/2012 12:00:00 AM,Open,K059,211 THROOP AVENUE,NY,999978.0,193443.0,303,36,28502,3017490001,BK35,Stuyvesant Heights                                                         ,Brittany Roberti,PRINCIPAL,718-704-1439,646-349-3972,14,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"211 THROOP AVENUE
BROOKLYN, NY 11206
(40.697619, -73.943279)"
52,,4092880101,2008.0,0.0,0.0,,1027429.0,192021.0,2018,27Q273      ,Q273,P.S. 273,342700010273,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/2010 12:00:00 AM,Open,Q273,88-07 102ND STREET,NY,1027417.0,192017.0,409,32,2800,4092880101,QN54,Richmond Hill                                                              ,BRENDA WARD,PRINCIPAL,718-286-8300,718-286-8310,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"BARTON, MARY",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,,,,,"88-07 102ND STREET
QUEENS, NY 11418
(40.693613, -73.844335)"
53,,3046500015,1961.0,2010.0,0.0,,1006274.0,179700.0,2018,18K673      ,K673,East Brooklyn Community High School,331800011673,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",07/01/2009 12:00:00 AM,Open,K860,9517 KINGS HIGHWAY,NY,1006263.0,179711.0,317,41,88600,3046500015,BK96,Rugby-Remsen Village                                                       ,PATRICK MCGILLICUDDY,PRINCIPAL,718-927-6880,718-927-6885,18,HS07,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 3- Affinity Group,,HS07,H.S. Network 07 Superintendent Office,"CONYERS, DONALD","9517 KINGS HIGHWAY
BROOKLYN, NY 11212
(40.659914, -73.920658)"
54,,3006960031,1900.0,0.0,0.0,,982816.0,177657.0,2018,75K371      ,K371,P.S. 371 - Lillian L. Rashkis,307500013371,DOE,Special Education,High school,"07,09,10,11,12,SE","09,10,11,12,SE",07/01/1966 12:00:00 AM,Open,K371,355 37 STREET,NY,982816.0,177658.0,307,38,8400,3006960031,BK32,Sunset Park West                                                           ,JOAN ANTONELLI,PRINCIPAL,718-788-7608,718-832-2213,15,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",Field Support Center D75,Tillman Roberto,Children First Network 754,,,,,"355 37 STREET
BROOKLYN, NY 11232
(40.654306, -74.005168)"
55,,3012670001,1916.0,2008.0,0.0,,996689.0,183212.0,2018,17K489      ,K489,W.E.B. Dubois Academic High School,331700011489,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",07/01/1999 12:00:00 AM,Open,K824,402 EASTERN PARKWAY,NY,996681.0,183219.0,309,35,32300,3012670001,BK63,Crown Heights South                                                        ,Catherine Hartnett,PRINCIPAL,718-773-7765,718-773-7849,17,HS10,,,Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL","402 EASTERN PARKWAY
BROOKLYN, NY 11225
(40.669561, -73.955188)"
56,,3056030001,1937.0,0.0,0.0,,986135.0,172684.0,2018,15K131      ,K131,P.S. 131 Brooklyn,331500010131,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1901 12:00:00 AM,Open,K131,4305 FT HAMILTON PARKWAY,NY,986124.0,172711.0,312,39,22400,3056030001,BK88,Borough Park                                                               ,RUTH QUILES,PRINCIPAL,718-431-1960,718-431-1970,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 5- Brooklyn North,,,,,"4305 FT HAMILTON PARKWAY
BROOKLYN, NY 11219
(40.640728, -73.993247)"
57,,4116070001,1931.0,0.0,0.0,,1035468.0,188379.0,2018,28Q121      ,Q121,P.S. 121 Queens,342800010121,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1925 12:00:00 AM,Open,Q121,126-10 109 AVENUE,NY,1035468.0,188379.0,410,28,17000,4116070001,QN55,South Ozone Park                                                           ,Evelyn Vadi,PRINCIPAL,718-558-1560,718-558-1565,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,,"126-10 109 AVENUE
QUEENS, NY 11420
(40.683585, -73.81533)"
58,,2023330070,1972.0,2012.0,0.0,,1004743.0,235730.0,2018,07X551      ,X551,The Urban Assembly Bronx Academy of Letters,320700011551,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12,SE",07/01/2003 12:00:00 AM,Open,X183,339 MORRIS AVENUE,NY,1004735.0,235732.0,201,8,5100,2023330070,BX39,Mott Haven-Port Morris                                                     ,BRANDON CARDET HERNANDE,PRINCIPAL,718-401-4891,718-401-6626,7,HS03,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 1- Affinity Group,,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED","339 MORRIS AVENUE
BRONX, NY 10451
(40.813681, -73.925995)"
59,,2023330070,1972.0,2012.0,0.0,,1004743.0,235730.0,2018,84X493      ,X493,Success Academy Charter School - Bronx 1,320700860981,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",06/01/2010 12:00:00 AM,Open,X183,339 MORRIS AVENUE,NY,1004735.0,235732.0,201,8,5100,2023330070,BX39,Mott Haven-Port Morris                                                     ,Elizabeth Vandlik,PRINCIPAL,347-286-7950,347-479-1192,7,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"339 MORRIS AVENUE
BRONX, NY 10451
(40.813681, -73.925995)"
60,,3018970013,1909.0,0.0,0.0,,995342.0,192631.0,2018,14K157      ,K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,331400010157,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05",07/01/1909 12:00:00 AM,Open,K157,850 KENT AVENUE,NY,995342.0,192631.0,303,33,123700,3018970013,BK75,Bedford                                                                    ,KOURTNEY BOYD,I.A. PRINCIPAL,718-622-9285,718-398-4155,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,,,,,"850 KENT AVENUE
BROOKLYN, NY 11205
(40.695397, -73.959999)"
61,,3003690001,1920.0,0.0,0.0,,983688.0,186851.0,2018,15K146      ,K146,"The Brooklyn New School, P.S. 146",331500010146,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/08/1992 12:00:00 AM,Open,K142,610 HENRY STREET,NY,983689.0,186823.0,306,39,6300,3003690001,BK33,Carroll Gardens-Columbia Street-Red Hook                                   ,ANNA ALLANBROOK,PRINCIPAL,718-923-4750,718-923-4780,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 5- Brooklyn North,,,,,"610 HENRY STREET
BROOKLYN, NY 11231
(40.679462, -74.002022)"
62,,3003690001,1920.0,0.0,0.0,,983688.0,186851.0,2018,15K448      ,K448,Brooklyn Secondary School for Collaborative Studie,331500010448,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2003 12:00:00 AM,Open,K142,610 HENRY STREET,NY,983689.0,186823.0,306,39,6300,3003690001,BK33,Carroll Gardens-Columbia Street-Red Hook                                   ,Priscilla Chan,PRINCIPAL,718-923-4700,718-923-4730,15,HS12,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 5- Affinity Group,,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY","610 HENRY STREET
BROOKLYN, NY 11231
(40.679462, -74.002022)"
63,,4002280020,1931.0,2008.0,0.0,,1004206.0,209504.0,2018,24Q600      ,Q600,Queens Vocational and Technical High School,342400011600,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",07/01/1920 12:00:00 AM,Open,Q600,37-02 47 AVENUE,NY,1004203.0,209491.0,402,26,18900,4002280020,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,Melissa Burg,PRINCIPAL,718-937-3010,718-392-8397,24,HS01,,,Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 1- Queens North,,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE","37-02 47 AVENUE
QUEENS, NY 11101
(40.741658, -73.927995)"
64,,4133530020,1926.0,0.0,0.0,,1048844.0,180339.0,2018,29Q052      ,Q052,P.S. 052 Queens,342900010052,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1927 12:00:00 AM,Open,Q052,178-37 146 TERRACE,NY,1048849.0,180338.0,413,31,32000,4133530020,QN03,Springfield Gardens South-Brookville                                       ,LINDA POUGH,PRINCIPAL,718-528-2238,718-276-2854,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,,"178-37 146 TERRACE
QUEENS, NY 11434
(40.661427, -73.767161)"
65,,5003310001,1931.0,0.0,0.0,,951988.0,163008.0,2018,31R029      ,R029,P.S. 029 Bardwell,353100010029,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1922 12:00:00 AM,Open,R029,1581 VICTORY BOULEVARD,NY,951989.0,163009.0,501,50,14700,5003310001,SI07,Westerleigh                                                                ,LINDA MANFREDI,PRINCIPAL,718-556-4400,718-556-4429,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",Field Support Center - Staten Island,"MORAN, KEVIN",School Support Team 2- Staten Island,,,,,"1581 VICTORY BOULEVARD
STATEN ISLAND, NY 10314
(40.614039, -74.116197)"
66,,3083930001,1966.0,2013.0,0.0,,1009366.0,166067.0,2018,22K312      ,K312,P.S. 312 Bergen Beach,332200010312,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1966 12:00:00 AM,Open,K312,7103 AVENUE T,NY,1009358.0,166062.0,318,46,69602,3083930001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,Sungmin Yoo,PRINCIPAL,718-763-4015,718-531-2796,22,K822,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,,"7103 AVENUE T
BROOKLYN, NY 11234
(40.622442, -73.909554)"
67,,4057340001,1955.0,0.0,0.0,,1040784.0,224892.0,2018,25Q209      ,Q209,P.S. 209 Clearview Gardens,342500010209,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1956 12:00:00 AM,Open,Q209,16-10 UTOPIA PARKWAY,NY,1040787.0,224894.0,407,19,101700,4057340001,QN47,Ft. Totten-Bay Terrace-Clearview                                           ,MARY MCDONNELL,PRINCIPAL,718-352-3939,718-352-0367,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 3- Queens North,,,,,"16-10 UTOPIA PARKWAY
QUEENS, NY 11357
(40.783777, -73.795845)"
68,,4016080058,2005.0,0.0,0.0,,1021456.0,212220.0,2018,24Q307      ,Q307,Pioneer Academy,342400010307,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/2008 12:00:00 AM,Open,Q260,40-20 100TH STREET,NY,1021437.0,212250.0,404,21,40700,4016080058,QN26,North Corona                                                               ,CECILIA JACKSON,PRINCIPAL,718-779-5068,718-779-5109,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 2- Queens North,,,,,"40-20 100TH STREET
QUEENS, NY 11368
(40.749175, -73.865787)"
69,,4003440001,1951.0,0.0,0.0,,1002637.0,215191.0,2018,30Q112      ,Q112,P.S. 112 Dutch Kills,343000010112,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1952 12:00:00 AM,Open,Q112,25-05 37 AVENUE,NY,1002656.0,215186.0,401,26,3300,4003440001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,RAFAEL CAMPOS GATJENS,PRINCIPAL,718-784-5250,718-784-5681,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 5- Queens North,,,,,"25-05 37 AVENUE
QUEENS, NY 11101
(40.757293, -73.933562)"
70,,2023270031,1931.0,0.0,0.0,,1006461.0,236327.0,2018,84X586      ,X586,Brilla Veritas Charter School,320700861106,Charter,General Academic,Elementary,0K,,04/27/2017 12:00:00 AM,Open,XAEI,500 COURTLANDT AVENUE,NY,1006462.0,236338.0,201,8,6500,2023270031,BX34,Melrose South-Mott Haven North                                             ,,,917-924-0258,718-585-5800,7,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"500 COURTLANDT AVENUE
BRONX, NY 10451
(40.81534, -73.919754)"
